du-id,nrCellIdentity,ue-id,RF.serving.RSRP
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1013,c13/B13,Train passenger 1,-110.2709743447174
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1013,c13/B13,Train passenger 3,-110.27435099596612
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/N77,Train passenger 2,-106.5528999581422
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/B13,Train passenger 3,-110.26637480431586
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1013,c13/N77,Train passenger 2,-106.54517092359306
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1013,c13/B13,Train passenger 3,-110.26477872467387
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1013,c13/B13,Train passenger 1,-110.2533902796248
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1013,c13/B13,Train passenger 1,-110.25179003388745
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1013,c13/B13,Train passenger 1,-110.2437845611927
1013,c13/B13,Train passenger 1,-110.24218261718408
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1013,c13/B13,Train passenger 3,-110.24880247667046
1013,c13/B13,Train passenger 1,-110.238977878933
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/B13,Train passenger 1,-110.23577200639902
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1013,c13/B13,Train passenger 1,-110.23256499881624
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/N77,Train passenger 2,-106.516129073848
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/B13,Train passenger 3,-110.23920321725272
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/B13,Train passenger 1,-110.22614757543728
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1013,c13/B13,Train passenger 1,-110.22293715810578
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/N77,Train passenger 2,-106.50060252831744
1013,c13/B13,Train passenger 3,-110.2279912414074
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1013,c13/B13,Train passenger 1,-110.20686798425426
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/B13,Train passenger 3,-110.21516058326505
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1013,c13/B13,Train passenger 3,-110.19909673209588
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1013,c13/B13,Train passenger 3,-110.19588055043378
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1013,c13/B13,Train passenger 1,-110.18271066311308
1013,c13/B13,Train passenger 1,-110.18109788308008
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/B13,Train passenger 1,-110.17787146178117
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1013,c13/B13,Train passenger 1,-110.17302967528924
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1013,c13/B13,Train passenger 3,-110.17978254287212
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/N77,Train passenger 2,-106.44018862064286
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/B13,Train passenger 1,-110.1633383362905
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/B13,Train passenger 3,-110.1684969446324
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/B13,Train passenger 1,-110.1552542980845
1013,c13/B13,Train passenger 1,-110.15363662500938
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1013,c13/B13,Train passenger 1,-110.15040041264042
1013,c13/B13,Train passenger 3,-110.16042721397294
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/N77,Train passenger 2,-106.41081322401008
1013,c13/B13,Train passenger 3,-110.15396626673564
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1013,c13/B13,Train passenger 3,-110.15235031207662
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1013,c13/B13,Train passenger 3,-110.15073407008391
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/B13,Train passenger 3,-110.14426622683514
1003,c3/B13,Waiting passenger 2,-117.24901954659374
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1013,c13/B13,Train passenger 3,-110.13941232263676
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1009,c9/B13,Waiting passenger 4,-120.37982778052697
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1013,c13/N77,Train passenger 2,-106.38921160516888
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1010,c10/N77,Waiting passenger 8,-114.80158864270824
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1013,c13/B13,Train passenger 3,-110.1345558254388
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1003,c3/N77,Waiting passenger 9,-117.22098155116306
1009,c9/N77,Waiting passenger 6,-116.15870288554056
1013,c13/N77,Train passenger 2,-106.38331145948668
1009,c9/B13,Waiting passenger 10,-117.56363787749667
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/B13,Train passenger 3,-110.12969673261094
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1013,c13/B13,Train passenger 1,-110.11797460026013
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1002,c2/N77,Waiting passenger 7,-115.50312219373316
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1013,c13/B13,Train passenger 3,-110.12483504151903
1002,c2/N77,Waiting passenger 3,-117.7378034373918
1003,c3/B13,Waiting passenger 1,-118.22971706732746
1009,c9/N77,Waiting passenger 5,-118.08238894918784
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1013,c13/N77,Train passenger 2,-106.36755925612732
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1013,c13/N77,Train passenger 2,-106.3537539736872
1013,c13/B13,Train passenger 3,-110.10536224169942
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1013,c13/N77,Train passenger 2,-106.33201813164509
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1013,c13/N77,Train passenger 2,-106.3241014772284
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1013,c13/B13,Train passenger 1,-110.06585095778392
1013,c13/B13,Train passenger 3,-110.0744447870024
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1013,c13/B13,Train passenger 1,-110.05277312341993
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1013,c13/N77,Train passenger 2,-106.29435340050622
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1013,c13/B13,Train passenger 3,-110.05649706448033
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1013,c13/N77,Train passenger 2,-106.2883922650793
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1013,c13/B13,Train passenger 3,-110.05159608077685
1013,c13/N77,Train passenger 2,-106.28640436443594
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1013,c13/N77,Train passenger 2,-106.28441603575692
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1013,c13/N77,Train passenger 2,-106.28242727887094
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1013,c13/B13,Train passenger 3,-110.04832729129473
1013,c13/B13,Train passenger 1,-110.03803799859482
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1013,c13/N77,Train passenger 2,-106.27048573560772
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1013,c13/B13,Train passenger 3,-110.0352403799303
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1013,c13/B13,Train passenger 1,-110.00520738780952
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1013,c13/B13,Train passenger 1,-110.00027254084212
1013,c13/B13,Train passenger 3,-110.0106515902166
1013,c13/B13,Train passenger 3,-110.00900997375317
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1013,c13/B13,Train passenger 1,-109.992041831646
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1013,c13/B13,Train passenger 1,-109.98874745808114
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1013,c13/B13,Train passenger 1,-109.970607012563
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1013,c13/B13,Train passenger 3,-109.9777628961015
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1013,c13/B13,Train passenger 3,-109.97446748458778
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1013,c13/B13,Train passenger 1,-109.96234936376136
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1013,c13/B13,Train passenger 1,-109.96069693285894
1013,c13/B13,Train passenger 1,-109.9590442013335
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1013,c13/N77,Train passenger 2,-106.18243965880391
1013,c13/B13,Train passenger 3,-109.96457409037596
1013,c13/N77,Train passenger 2,-106.17841757215427
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1003,c3/N77,Waiting passenger 9,-147.22098155116302
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1010,c10/N77,Waiting passenger 8,-144.80158864270825
1003,c3/B13,Waiting passenger 1,-148.22971706732744
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1009,c9/N77,Waiting passenger 6,-146.15870288554055
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/B13,Waiting passenger 4,-150.37982778052697
1009,c9/N77,Waiting passenger 5,-148.08238894918782
1002,c2/N77,Waiting passenger 3,-147.73780343739182
1009,c9/B13,Waiting passenger 10,-147.56363787749666
1003,c3/B13,Waiting passenger 2,-147.24901954659373
1002,c2/N77,Waiting passenger 7,-145.50312219373313
1009,c9/N77,Waiting passenger 5,-148.08238894918782
